OBJECTID,PLAN_NUM,PLAN_TITLE,REVIEW_DATE,SUBMIT_DATE,MCP_SIGN_DATE,CCPC_SIGN_DATE,PLAN_ACRES,LOTS_UNITS,BLDG_SQ_FT,PRIMARY_USE,PRIMARY_CODE,PRIMARY_UNITS,PRIMARY_NOTES,SCNDARY_USE,SCNDARY_CODE,SCNDARY_UNITS,TERTIARY_USE,TERTIARY_CODE,TERTIARY_UNITS,EG_ID,LAND_DEV_ID,LAND_DEV_YEAR,DESCRIPTION,PROJECT_NUM,PROJECT_NAME,SHAPEAREA,SHAPELEN
772,LD-10-15-12740,Ravello,2015/11/05 00:00:00+00,2015/10/14 00:00:00+00,2016/09/21 00:00:00+00,2016/09/26 00:00:00+00,14.39,175,,Residential,Apartment,175,, , ,0, , ,0,13b9b42d-bb35-48cf-b34f-af5ea8996eb8,PROJ-4186,2015,proposed apartment building and parking (160 garage and 147 outdoor spaces). also see SD-10-15-12739.,PROJ-4186,Ravello,610680.833909638,4504.98132372506
773,LD-10-15-12761,Mayfair,2015/11/10 00:00:00+00,2015/10/20 00:00:00+00,2018/01/02 00:00:00+00,2018/02/28 00:00:00+00,33.51,112,,Residential,Townhouse,112,, , ,0, , ,0,ae4b9294-4a63-445a-827a-1f3b35813b8a,PROJ-4011,2015,"112 proposed townhouses, roads and parking",PROJ-4011,Mayfair,1422556.25345196,5299.27294090881
774,LD-10-15-12771,Fillmore Village - Phase 3,2015/11/06 00:00:00+00,2015/10/16 00:00:00+00,2016/03/08 00:00:00+00,2016/09/15 00:00:00+00,20.06,24,,Residential,Townhouse,24,, , ,0, , ,0,0ca14085-b7f5-4de9-ae4b-5ebf750a4453,PROJ-4192,2015,"24 proposed townhouses, parking and road. Previous review LD-3-15-11497,  also see SD-10-15-12770.",PROJ-4192,Fillmore Village - Phase 3,873955.686051399,14420.1366098922
775,LD-10-15-12788,Exton Square Mall Grocery Store,2015/11/13 00:00:00+00,2015/10/21 00:00:00+00,2016/03/09 00:00:00+00,2016/09/26 00:00:00+00,20.28,1,55000,Commercial, ,1,, , ,0, , ,0,6ed68f4c-08b3-473c-be0d-5c79d70740b2,PROJ-4196,2015,demolish existing building and construct grocery store building and parking. (Whole Foods)  also see SD-10-15-12787.,PROJ-4196,Exton Square Mall Grocery Store,909356.916004294,4745.06649497822
776,LD-10-15-12825,St. Philip and James Parish Center,2015/11/20 00:00:00+00,2015/10/28 00:00:00+00,2016/02/10 00:00:00+00,2016/10/31 00:00:00+00,6.5,1,2176,Institutional,Addition to Existing,1,, , ,0, , ,0,98ae23ee-393a-4fad-81ed-4d14151e11ba,PROJ-4202,2015,construct new parish hall (building addition) and changing parking,PROJ-4202,St. Philip and James Parish Addition,1599696.66305822,7389.88328226504
777,LD-10-16-14481,AutoQuest Collision,2016/11/01 00:00:00+00,2016/10/03 00:00:00+00,2017/01/09 00:00:00+00,2017/01/19 00:00:00+00,0.59,1,1200,Commercial,,1,,,,0,,,0,14f05c3e-4443-4d05-b461-85e13a45a313,PR-004420-2016,2016,"build 1,200 SF garage",PR-004420-2016,AutoQuest Collision,15191.7143334307,986.496709264383
778,LD-10-16-14482,East Market Street Apartments,2016/10/25 00:00:00+00,2016/10/04 00:00:00+00,2016/12/14 00:00:00+00,2016/12/21 00:00:00+00,0.13,4,1200,Residential,Apartment,3,,Commercial,Retail,1,,,0,d0400b13-9c4b-41d7-8044-5d4ea5159204,PR-004421-2016,2016,"construct building (1st floor 1200 SF retail, 3 apts above) and parking.",PR-004421-2016,East Market Street Apartments,5619.79460085187,330.742567054196
779,LD-10-16-14499,Swedesford Square,2016/10/25 00:00:00+00,2016/10/06 00:00:00+00,2016/12/14 00:00:00+00,2017/09/13 00:00:00+00,24.08,244,0,Residential,Apartment,244,, , ,0,,,0,17af7aa5-6009-4dad-92c3-37eb6db85e5d,PR-004424-2016,2016,"2 proposed apartment buildings with 244 units, a clubhouse, new parking, etc. (1 existing commercial building) ",PR-004424-2016,Swedesford Square,1115408.04342613,4186.56786432035
780,LD-10-16-14500,GVCC Mixed Use Development ,2016/11/04 00:00:00+00,2016/10/07 00:00:00+00,,,40.81,618,1269960,Residential,Apartment,613,,Commercial,Hotel/Resort/Inn,1,Commercial,Office Building,4,88a17b97-84be-43a1-8050-88ce2eee7d38,PR-004425-2016,2016,"613 apartments, 4 Commercial buildings, a hotel, retail, 6 parking garages and surface parking in 3 phases.",PR-004425-2016,GVCC Mixed Use Development,1905865.9216483,10432.2821514011
781,LD-10-16-14501,Michael A. Stolper,2016/11/04 00:00:00+00,2016/10/11 00:00:00+00,2017/06/12 00:00:00+00,2017/06/14 00:00:00+00,12.3,1,10000,Commercial,Office Building,1,,,,0,,,0,1b4c5014-8225-4583-9e46-67d1416887ef,PR-004426-2016,2016,1 proposed office building and parking,PR-004426-2016,Michael A. Stolper,479376.66978299,2666.35969389479
782,LD-10-16-14504,Henderson Horse Farm,2016/11/15 15:37:08+00,2016/10/17 00:00:00+00,,,40.13,1,20400,Commercial,,1,,,,0,,,0,780a8ec3-6c73-491b-98ce-f4ea1cedb698,PR-004429-2016,2016,proposed equine building and parking,PR-004429-2016,Henderson Horse Farm,1742112.04495018,6649.16855687871
783,LD-10-16-14506,Steelworks,2016/11/07 10:20:52+00,2016/10/19 14:13:11+00,,,5.73,337,36700,Residential,Apartment,336,,Commercial,Retail,1,,,0,ef2b2e3a-e1bf-49c7-aebf-e7a6ba1d0ddb,PR-004430-2016,2016,"Construct 336 apartments and 36,700 SF of Commercial space in 1 building. also adding parking.",PR-004430-2016,Steelworks,213506.599489192,2061.18813375369
784,LD-10-16-14515,Oxford Cabinetry,2016/11/16 00:00:00+00,2016/10/21 00:00:00+00,2017/04/12 00:00:00+00,2017/08/25 00:00:00+00,4.81,1,28000,Commercial,,1,,,,0,,,0,8d5db41c-e9ae-40c0-a94d-5e99eae76145,PR-004432-2016,2016,proposed cabinet shop and parking,PR-004432-2016,Oxford Cabinetry,189875.462997577,2063.65101984021
785,LD-10-16-14516,Bay Colony Business Park - Phase 2,2016/11/15 00:00:00+00,2016/10/21 00:00:00+00,2017/01/19 00:00:00+00,2017/07/25 00:00:00+00,21.38,1,0,Commercial,,1,,,,0,,,0,cbef04b7-2672-45a7-acb1-2813573a3315,PR-004433-2016,2016,construct open air plaza for employees and changing parking (5 new spaces),PR-004433-2016,Bay Colony Business Park,918172.329498301,3977.22824773085
786,LD-10-16-14517,Parkview at Oaklands,2016/11/17 00:00:00+00,2016/10/21 00:00:00+00,2017/12/13 00:00:00+00,2018/08/07 00:00:00+00,36.07,276,0,Residential,Apartment,276,,,,0,,,0,e5501934-4bd3-4d4f-a701-9f000fc73bc5,PR-004434-2016,2016,"276 proposed apartments in 4 buildings. also proposing a pool, patio, garages, a dog park and parking.",PR-004434-2016,Parkview at Oaklands,1554652.35151991,7382.25516944282
787,LD-10-16-14522,West Chester KIA - Bldg. Addition,2016/11/16 00:00:00+00,2016/10/25 00:00:00+00,2017/03/08 00:00:00+00,2017/03/28 00:00:00+00,2.43,1,6369,Commercial,Addition to Existing,1,,,,0,,,0,913dbde6-ed26-4fff-9301-2e74a6514e7d,PR-004436-2016,2016,3 building additions to car dealership building,PR-004436-2016,West Chester KIA - Bldg. Addition,110298.554360417,1364.58946976434
788,LD-10-16-14523,ACAC Fitness & Wellness Center,2016/11/14 00:00:00+00,2016/10/25 00:00:00+00,,,17.46,1,7839,Commercial,Addition to Existing,1,,,,0,,,0,16086bd2-5d59-4100-baa5-e48ec9def555,PROJ-4282,2016,Adult Fitness Center Addition. ,PROJ-4282,ACAC Fitness & Wellness Center,882297.879741079,4210.94924273485
789,LD-10-17-15116,CarSense - Chester Springs,2017/10/20 00:00:00+00,2017/09/29 00:00:00+00,,,11.79,1,2853,Commercial,Addition to Existing,1,,,,0,,,0,e1552567-2b41-4cef-bfbd-0e1242aaf674,PR-004652-2017,2017,Proposed building addition and storage building,PR-004652-2017,CarSense - Chester Springs,505261.699879467,4027.80383622084
790,LD-10-17-15120,Spotts View Kennel,2017/10/23 15:35:49+00,2017/10/02 00:00:00+00,,,5.66,1,2433,Commercial,Unique,1,,,,0,,,0,09a0421f-6668-4099-b0e9-5695a87885bc,PR-004653-2017,2017,Proposed building addition and building ,PR-004653-2017,Spotts View Kennel,238223.524263049,1982.75799848496
791,LD-10-17-15128,"Valley Forge Meadows Company, Inc.",2017/11/01 00:00:00+00,2017/10/06 00:00:00+00,2019/11/21 00:00:00+00,2019/11/26 00:00:00+00,29.78,32,0,Residential,Townhouse,32,,,,0,,,0,a8871a3a-a1e0-4bf8-8917-e1e4dffd797e,PR-004658-2017,2017,"Proposed: townhouses, roads, and parking",PR-004658-2017,"Valley Forge Meadows Company, Inc.",1292154.2826716,6624.18519914451
792,LD-10-17-15133,Church Farm School (Phase 1-North Campus),2017/11/03 00:00:00+00,2017/10/11 14:03:51+00,2018/01/24 00:00:00+00,2019/03/14 00:00:00+00,86.34,1,8771,Institutional,Addition to Existing,1,,,,0,,,0,e6216595-eb97-41d9-8fb4-004d2343fab3,PR-004662-2017,2017,building addition and parking,PR-004662-2017,Church Farm School,3761720.51661275,7722.06847452281
793,LD-10-17-15137,Coatesville Mixed Use Redevelopment,2017/11/10 00:00:00+00,2017/10/12 00:00:00+00,,,1.3,1,34000,Commercial,Office Building,1,, , ,0,,,0,c33d4c21-043e-4759-871d-2bdc9dbada39,PR-004665-2017,2017,Demolish existing buildings. Proposed building and parking.,PR-004665-2017,Coatesville Mixed Use Redevelopment,69412.936100977,1552.59387428941
794,LD-10-17-15138,Quick Lane,2017/11/09 00:00:00+00,2017/10/13 14:23:40+00,2019/01/28 00:00:00+00,2019/01/29 00:00:00+00,3.43,2,15300,Commercial,Retail,1,,Commercial,Unique,1,,,0,75c7d482-7de0-458f-aabd-3205fc8f6295,PR-004666-2017,2017,demolish existing buildings. 2 proposed buildings and parking.,PR-004666-2017,Quick Lane,126925.583139512,1552.74027648625
795,LD-10-17-15142,"203 Management, LLC",2017/11/03 00:00:00+00,2017/10/13 00:00:00+00,2018/05/15 00:00:00+00,2018/05/31 00:00:00+00,0.37,5,0,Residential,Apartment,5,,,,0,,,0,5abe241d-fba4-4c02-afe4-ee4c066305e3,PR-004669-2017,2017,Proposed apartments (addition to existing apartment building) and parking,PR-004669-2017,"203 Management, LLC",14817.5397422467,505.123744088438
796,LD-10-17-15143,Valley Suburban Center,2017/11/08 00:00:00+00,2017/10/13 00:00:00+00,2018/12/04 00:00:00+00,2021/12/10 00:00:00+00,62.9,98,0,Residential,Townhouse,98,,,,0,,,0,116f7d5a-3ee8-473a-b8f2-e6026fcf6e47,PR-004485-2017,2017,"Proposed: townhouses, roads and parking",PR-004485-2017,Valley Suburban Center,2895996.10051663,7431.11589679193
797,LD-10-17-15145,Shane R. Ware & Kathryn M. Ware,2017/11/08 00:00:00+00,2017/10/13 00:00:00+00,2018/05/14 00:00:00+00,2018/05/14 00:00:00+00,4.02,1,4480,Commercial, ,1,,,,0,,,0,67bbbe4f-f9fc-4646-8a09-0873fb155eb6,PR-004672-2017,2017,Proposed pole barn and parking,PR-004672-2017,Shane R. Ware & Kathryn M. Ware,155360.243829169,1703.5612885341
798,LD-10-17-15149,"Landhope Realty, Co.",2017/11/14 00:00:00+00,2017/10/16 15:37:05+00,,,4.19,1,6108,Commercial, ,1,,,,0,,,0,a4fe4719-07d8-41ff-97d0-e2eef5f13e30,PR-004675-2017,2017,"Proposed building, gas pumps, and parking",PR-004675-2017,"Landhope Realty, Co",165431.754995518,1883.6239371612
799,LD-10-17-15153,Station Square,2017/11/03 00:00:00+00,2017/10/18 14:32:13+00,2018/04/19 00:00:00+00,2018/12/07 00:00:00+00,7.47,153,0,Residential,Apartment,153,,,,0,,,0,e8062291-d17d-46aa-8ff9-a8a6be0bf821,PR-004677-2017,2017,Demolish buildings and construct apartment building and parking,PR-004677-2017,Station Square,271257.223479338,3225.44387072394
800,LD-10-17-15156,Eagle Village Parking Expansion,2017/11/14 00:00:00+00,2017/10/20 00:00:00+00,,,7.2,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,bd320d8f-6ca7-49c9-9dcc-4e2d5daa1ecb,PR-004680-2017,2017,Proposed parking lot expansion,PR-004680-2017,Eagle Village Parking Expansion,317037.539274622,2881.53819838987
801,LD-10-17-15158,O'Donnell Tract (Clover Lane),2017/11/14 00:00:00+00,2017/10/23 00:00:00+00,2017/12/13 00:00:00+00,2018/01/24 00:00:00+00,20.45,1,0,Residential,Single Family Residential,1,,,,0,,,0,81a005a1-5e63-43b9-b888-54f8317e2718,PR-004682-2017,2017,Proposed cul-de-sac (SFR lots will be created in the future),PR-004682-2017,O'Donnell Tract (Clover Lane),883655.611114821,4323.89354958799
802,LD-10-17-15162,302 National Road,2017/11/20 00:00:00+00,2017/10/30 00:00:00+00,2018/01/16 00:00:00+00,2019/01/30 00:00:00+00,0.71,1,4366,Commercial,,1,,,,0,,,0,b67e836c-48ca-486d-96e9-15d1cda90cf7,PR-004685-2017,2017,Proposed warehouse/office building and parking,PR-004685-2017,302 National Road,33166.1351801178,736.795480387581
803,LD-10-18-15614,Kennett Apartments,2018/10/29 14:22:52+00,2018/10/12 00:00:00+00,2019/05/01 00:00:00+00,2019/05/10 00:00:00+00,14.45,175,0,Residential,Apartment,175,,,,0,,,0,b15c930a-9436-4e83-8180-6c709709b95d,PR-004919-2018,2018,175 apartments in 3 buildings and parking,PR-004919-2018,Kennett Apartments,655753.731475347,5218.42556662741
804,LD-10-18-15620,"Orange Realty Group, Inc. ",2018/10/24 09:59:05+00,2018/10/08 11:28:17+00,2019/04/15 00:00:00+00,2019/05/30 00:00:00+00,1.31,1,936,Commercial,Addition to Existing,1,,,,0,,,0,731cc892-90ec-47ba-bd05-3b96e8bcf730,PR-004921-2018,2018,building addition and parking,PR-004921-2018,"Orange Realty Group, Inc. ",61976.2342323636,1293.27123881876
805,LD-10-18-15624,368 Church Street,2018/11/09 00:00:00+00,2018/10/10 13:46:43+00,,,0.9,1,95215,Commercial,Unique,1,,,,0,,,0,5f9a20f3-14f0-48d3-83a5-197604eb82bd,PR-004923-2018,2018,"95,215 square foot self-storage building",PR-004923-2018,368 Church Street,34076.1084831641,759.541228754528
806,LD-10-18-15634,Barclay Friends,2018/11/14 08:59:10+00,2018/10/18 00:00:00+00,2018/12/19 00:00:00+00,2019/04/03 00:00:00+00,10.88,1,33936,Institutional,Nursing Home/Assisted Living,1,,,,0,,,0,af239579-b1ca-48a5-9868-4f7f966c259e,PR-004929-2018,2018,"A new 29,940 square foot personal care building, four building additions to the Cotter Building totaling 3,996 square feet, and parking.",PR-004929-2018,Barclay Friends,476811.429716166,3034.73121836281
807,LD-10-18-15639,"1580, 1600, 1690 and 1692 Russell Road",2018/11/14 00:00:00+00,2018/10/18 00:00:00+00,,,5.78,1,114543,Institutional,Nursing Home/Assisted Living,1,,,,0,,,0,8875810e-1664-4aaf-b0e0-74bd43c963c3,PR-004933-2018,2018,proposed building (Assisted Living Facility) and changing parking,PR-004933-2018,"1580, 1600, 1690 and 1692 Russell Road",204621.969148426,2400.78235481324
808,LD-10-18-15648,Proposed Horse Barn and Greenhouse,2018/11/14 00:00:00+00,2018/10/29 14:13:36+00,2019/01/16 00:00:00+00,2019/03/27 00:00:00+00,8.9,2,5640,Commercial,Unique,2,,,,0,,,0,37a36e9a-80c8-4820-9661-a5b9cfadff23,PR-004935-2018,2018,Proposed Horse Barn and Greenhouse,PR-004935-2018,Proposed Horse Barn and Greenhouse,374458.451286402,2840.61890557392
809,LD-10-18-15649,SteamTeam/A-1 Mulch LLC,2018/11/14 09:14:23+00,2018/10/30 00:00:00+00,2020/05/11 00:00:00+00,2020/05/20 00:00:00+00,17.36,1,3460,Industrial,Addition to Existing,1,,,,0,,,0,134b83e2-ae2e-4bd7-a3f9-77f19870177d,PR-004936-2018,2018,two proposed building additions (and a hoop barn),PR-004936-2018,SteamTeam/A-1 Mulch LLC,755858.357023362,3821.41453528973
810,LD-10-19-16090,Daniel K. Blank,2019/10/24 15:12:05+00,2019/09/30 00:00:00+00,2019/11/13 00:00:00+00,2020/02/07 00:00:00+00,8,1,5000,Industrial,Manufacturing,1,,,,0,,,0,e9948060-18dc-43ab-b8dc-909f515eee1a,PR-005146-2019,2019,proposed building (manufacturing) and parking,PR-005146-2019,Daniel K. Blank,3867934.16374431,10283.3783214383
811,LD-10-19-16093,Starbucks at Eaglepointe Village,2019/10/25 13:58:21+00,2019/10/07 00:00:00+00,,,14.15,1,0,Commercial,Building Conversion,1,,, ,0,,,0,4cddfa22-e010-47e4-adac-f08333bcf9c2,PR-005147-2019,2019,Convert existing building to a Starbucks. Reconfiguring parking lot and drive through.,PR-005147-2019,Starbucks at Eaglepointe Village,609590.365884667,4020.89769719942
812,LD-10-19-16095,Avon Grove High School,2019/11/07 14:32:47+00,2019/10/08 14:16:58+00,,,153.81,1,296010,Institutional,School,1,,,,0,,,0,910ad14e-c42b-4222-8a13-6f52644ef79c,PR-005148-2019,2019,"proposed building (high school), parking and outdoor sporting areas",PR-005148-2019,Avon Grove High School,6653287.46864555,17211.5766713273
813,LD-10-19-16101,DSM Biomedical,2019/11/06 14:50:08+00,2019/10/11 11:08:09+00,2020/03/10 00:00:00+00,2020/06/25 00:00:00+00,18.51,1,486,Commercial, ,1,,,,0,,,0,671890b9-7103-49f6-bff4-863368bba973,PR-005150-2019,2019,proposed building,PR-005150-2019,DSM Biomedical,799367.424780864,3747.55883837632
814,LD-10-19-16128,Melton Center Apartments,2019/11/22 00:00:00+00,2019/10/29 00:00:00+00,2020/02/26 00:00:00+00,2020/06/01 00:00:00+00,4.03,51,0,Residential,Apartment,41,,Residential,Townhouse,10,,,0,2ff017fe-19fc-4e24-ac9e-dec11207d1b0,PR-005160-2019,2019,proposed: 10 townhouses and 41 apartments in 2 buildings and parking,PR-005160-2019,Melton Center Apartments,157790.693923025,1756.44229599257
815,LD-10-20-16497,Immaculata University,2020/11/04 00:00:00+00,2020/10/05 14:50:13+00,2021/01/13 00:00:00+00,2021/04/19 00:00:00+00,182,1,15369,Institutional,School,1,,,,0,,,0,450911c4-be9c-40c2-ae82-6563b808e96d,PR-005327-2020,2020,"proposed 15,369 square foot school building",PR-005327-2020,Immaculata University,8412980.73845509,13834.5340374633
816,LD-10-20-16505,Severgn Apartments,2020/10/26 00:00:00+00,2020/10/08 15:41:16+00,2021/06/14 00:00:00+00,2021/07/01 00:00:00+00,21.14,25,0,Residential,Apartment,25,,,,0,,,0,cdc28612-e755-416e-a0d3-36b39059ecc3,PR-005329-2020,2020,25 apartments proposed,PR-005329-2020,Severgn Apartments,979429.063726637,4079.31535411812
817,LD-10-20-16507,North Hill Flats,2020/11/04 13:10:56+00,2020/10/09 11:25:28+00,,,0.18,9,808,Residential,Apartment,8,,Commercial,Retail,1,,,0,f8de3e3b-3545-4bb6-a997-b3605dab75b9,PR-005330-2020,2020,"proposed 3 story mixed use building, Retail on ground level, 2nd and 3rd floor will have 8 apts",PR-005330-2020,North Hill Flats,9242.66203064071,387.716856939723
818,LD-10-20-16509,David S. and Milinda F. King,2020/11/09 00:00:00+00,2020/10/12 11:02:12+00,2020/11/11 00:00:00+00,2021/01/08 00:00:00+00,4.8,1,7200,Agricultural,Unique,1,Poultry Barn,,,0,,,0,f10e8ea7-e3ed-4837-865d-4e0b92f5e88a,PR-005332-2020,2020,"proposed 7,200 SF poultry barn",PR-005332-2020,David S. and Milinda F. King,288056.649802741,2401.77094890975
819,LD-10-20-16520,Hibernia School,2020/11/05 00:00:00+00,2020/10/21 14:21:45+00,,,134.8,1,1408,Institutional,School,1,,,,0,,,0,c03e914f-2fef-4e99-8191-54ef5889471a,PR-005335-2020,2020,"proposed 1,800 SF Amish School House",PR-005335-2020,Hibernia School,5889716.80575373,12306.5343099499
820,LD-10-20-16521,Eagleview Lot 10,2020/11/06 00:00:00+00,2020/10/22 12:17:52+00,2021/04/12 00:00:00+00,2021/07/01 00:00:00+00,8.95,1,1350,Commercial,Addition to Existing,1,,,,0,,,0,6ffed892-c397-4cbd-862c-4ed7498fe9f8,PR-005336-2020,2020,Proposed building addition,PR-005336-2020,Eagleview Lot 10,395896.698351114,2601.28848581038
821,LD-10-20-16523,The Rossi Tract,2020/11/20 00:00:00+00,2020/10/22 15:57:34+00,,,19.52,1,100528,Commercial,Retail,1,,,,0,,,0,5e9c0c29-a25a-4421-b5f9-016802847caf,PR-005337-2020,2020,"proposed 4 Bldgs. 100,528 SF of Commercial, 747 parking spaces, demolish miniature golf and existing building ",PR-005337-2020,The Rossi Tract,848168.599115587,3537.91371754073
822,LD-10-20-16526,951 Skelp Level Road,2020/11/17 00:00:00+00,2020/11/02 00:00:00+00,2021/04/21 00:00:00+00,2021/08/20 00:00:00+00,6.9,1,52200,Industrial,Warehouse,1,warehouse/office,,,0,,,0,d2ae5b03-a124-4cf6-a991-0376b1812a12,PR-005339-2020,2020,"proposed 52,200 SF warehouse/office space",PR-005339-2020,951 Skelp Level Road,292925.486383123,3431.20296373867
823,LD-10-21-16921,Clover Mill Townhouses,2021/10/18 09:29:02+00,2021/10/05 09:17:36+00,2022/07/20 00:00:00+00,2022/09/01 00:00:00+00,18.58,139,0,Residential,Townhouse,139,,,,0,,,0,4ef46dcc-f64c-4a4c-a20a-5f9dc94e8019,PR-005459-2021,2021,"Proposed 139 units, Revision to LD-07-21-16808",PR-005459-2021,Clover Mill Townhomes,680275.087314065,5395.76606672787
824,LD-10-21-16922,Patriot Self Storage,2021/10/27 11:38:41+00,2021/10/25 14:38:51+00,2023/04/17 00:00:00+00,2023/04/18 00:00:00+00,2.12,2,23895,Commercial,Unique,2,Self Storage,,,0,,,0,42dc68c6-c504-46ab-a4b7-52ddfca8db48,PR-005511-2021,2021,"two self-storage buildings totaling 23,895 square feet",PR-005511-2021,"Patriot Self Storage, LLC",218332.117334986,2327.71714805945
825,LD-10-21-16933,Wyebrook Farm,2021/10/27 09:45:01+00,2021/10/22 14:58:37+00,,,188.8,1,110,Commercial,Restaurant,1,Parking spaces,,,0,,,0,8dab8567-98f9-4b7f-9dba-1f75f72ea32b,PR-005514-2021,2021,Wyebrook Farm - parking,PR-005514-2021,Wyebrook Farm,8104502.15834932,14362.0601330628
826,LD-10-21-16938,Trieste,2021/11/23 11:16:18+00,2021/10/25 14:30:19+00,2024/04/25 00:00:00+00,2024/04/25 00:00:00+00,16,197,0,Residential,Townhouse,197,,,,0,,,0,928b1db6-3ca5-46be-8054-df9e3efad223,PR-004960-2018,2021,"Proposed 59 townhouses, 138 stacked townhouses",PR-004960-2018,Thunderwash Land Development Plan,863739.294906734,3878.53627402629
827,LD-10-21-16943,300 Snyder Avenue Self-Storage Facility,2021/11/17 14:03:36+00,2021/10/18 13:33:21+00,2023/03/07 00:00:00+00,2023/06/01 00:00:00+00,8.45,1,105000,Commercial,Unique,1,Self-Storage Facility, ,,0,,,0,7129b918-8b07-4b00-8abc-b5298a2422b1,PR-005519-2021,2021,"Proposed 105,000 square foot self-storage facility",PR-005519-2021,300 Snyder Avenue Self-Storage Facility,335222.756501495,2757.17494570282
828,LD-10-21-16949,Elmer K. & Lillian S. King (King Swings),2021/11/04 14:10:50+00,2021/10/21 10:54:10+00,2022/03/14 00:00:00+00,2022/07/14 00:00:00+00,76.723,1,74924,Industrial,Manufacturing,1,, , ,0,,,0,555bee60-4d08-48fa-b326-e55454862175,PR-005522-2021,2021,"Proposed 74,924 S.F., Industrial - Reconfiguration of existing two lots to create property for new industrial building for King Swings, a swingset manufacturer. The remaining farm will be consolidated onto the second property.",PR-005522-2021,Elmer K. & Lillian S. King (King Swings),2297786.58064218,6572.23344191863
829,LD-10-21-16951,United Sports Training Center,2021/11/05 14:53:48+00,2021/10/22 15:40:54+00,2022/12/13 00:00:00+00,2023/01/04 00:00:00+00,60.492,1,7600,Commercial,Sports/Recreation ,1,,,,0,,,0,f2d78bb4-cbb1-4fbb-8bea-d5bb67bd6902,PR-005523-2021,2021,"Proposed 7,600 S.F. office building, Athletic field, new parking",PR-005523-2021,United Sport Training Center,2536040.397443,9976.22642598697
830,LD-10-21-16963,SMF Properties LLC,2021/11/23 11:48:01+00,2021/11/23 11:39:59+00,2022/03/07 00:00:00+00,2022/09/13 00:00:00+00,1.14,2,1248,Residential,Apartment,1,,Commercial,Office Building,1,,,0,d58355de-71c3-408b-91f9-58a8e960a387,PR-005389-2021,2021,Conversion of garage loft area to office space and an apartment,PR-005389-2021,SMF Properties LLC,56823.0124020622,964.106285321213
831,LD-10-22-17391,Bluebird Distilling,2022/11/03 00:00:00+00,2022/10/06 14:03:04+00,,,0.26,1,4071,Commercial,Addition to Existing,1,,,,0,,,0,5dc573a9-7b75-45a4-b4f7-0f72fd2ab350,PR-005707-2022,2022,Commercial Building Expansion,PR-005707-2022,Bluebird Distilling,10890.0734446811,469.975856217895
832,LD-10-22-17407,901 South Bolmar Street,2022/11/09 00:00:00+00,2022/10/11 09:38:21+00,2024/10/01 00:00:00+00,2025/11/18 00:00:00+00,11.414,1,58400,Industrial,Warehouse,1,,,,0,,,0,482a530f-337f-4339-ab05-169779f99fc0,PR-005708-2022,2022,"Proposed construction of 58,400 SF combined Office/Warehouse Building area. Associated site infrastructure to parking, sanitary sewer, and stormwater management facilities.",PR-005708-2022,901 South Bolmar Street,495571.284955497,2802.61898388306
833,LD-10-22-17412,Ducklings Early Learning Center,2022/11/10 00:00:00+00,2022/10/17 09:09:58+00,2023/07/06 00:00:00+00,2023/07/06 00:00:00+00,3.51,1,11990,Institutional,Child Daycare,1,,,,0,,,0,598119a7-f9a3-4ac5-8068-1e8585d90433,PR-004986-2019,2022,Construct Child Day Care Center,PR-004986-2019,Ducklings Early Learning Center,149321.747287565,1640.76650124206
834,LD-10-22-17416,Specht Property,2022/11/22 00:00:00+00,2022/11/21 16:14:46+00,,,10.395,47,0,Residential,Townhouse,47,,,,0,,,0,2fecb95d-de45-43b1-a598-dcbd5dfe99a4,PR-005712-2022,2022,47 townhouses,PR-005712-2022,Specht Property,450092.712552551,4347.62831525715
835,LD-10-22-17417,Maple Inn Estates,2022/11/15 00:00:00+00,2022/11/01 11:48:55+00,,,4.126,24,0,Residential,Townhouse,24,,,,0,,,0,4ca69d75-8a4f-4f92-86a8-02e193a3d0d2,PR-005424-2021,2022,proposed 24 townhouses,PR-005424-2021,Maple Inn Estates,185983.856391353,1728.08952199791
836,LD-10-22-17421,Upward Investments LLC Preliminary Land Development Plan,2022/11/17 00:00:00+00,2022/11/15 13:53:41+00,2024/04/08 00:00:00+00,2024/04/24 00:00:00+00,17.776,1,35170,Industrial,Warehouse,1,,,,0,,,0,dd361eb9-423b-473c-ac8f-0e7345327b41,PR-005715-2022,2022,"Upward Investments Land Development Plan, proposed 35,170 SF bldg.",PR-005715-2022,"Upward Investments, LLC",775513.427768354,4407.42199911761
837,LD-10-23-17873,"Kennett Area Community Service ""KACS""",2023/11/01 00:00:00+00,2023/10/05 14:16:57+00,,,5.61,1,29527,Institutional,,1,,,,0,,,0,503525b3-dcc5-47e4-85ab-41dbf00cefe0,PR-005895-2023,2023,"Proposed 1 story 29,527 SF personal service establishment with food cupboard, and offices, etc.   Note: Fee has been waived, per Paul Fritz.",PR-005895-2023,Kennett Area Community Service,224302.912619868,2399.09892658154
838,LD-10-23-17877,The Hills at Thorndale Woods,2023/11/01 00:00:00+00,2023/11/06 11:01:48+00,2023/09/28 00:00:00+00,2023/11/09 00:00:00+00,119.28,175,0,Residential,Townhouse,175,,,,0,,,0,538230ae-cdee-4786-94d5-3b6ad2832c67,PROJ-1626,2023,175 Townhouses proposed. Construction of 87 Single Family Homes and 175 Townhouses over 122 acres.,PROJ-1626,Hills at Thorndale Woods,5209636.55920251,12231.2927322369
