Voltage,Current,Power,Temperature,Humidity,LightIntensity,EnergyGenerated,Fault,FaultType
23.018,2.668,61.415,22.5,90.88,884.9,1.02359,0,Normal
20.602,1.435,29.562,37.7,65.51,477.17,0.4927,0,Normal
21.527,1.378,29.666,31.49,79.04,493.68,0.49443,0,Normal
18.874,0.923,17.421,16.34,53.58,341.96,0.29034,0,Normal
22.226,1.818,40.405,33.45,69.21,773.06,0.67341,0,Normal
24.0,2.652,63.64,28.18,72.82,868.1,1.06067,0,Normal
22.29,2.096,46.716,25.81,22.37,778.18,0.77859,0,Normal
24.0,3.333,80.003,30.71,50.56,1100.0,1.33339,0,Normal
22.698,1.831,41.559,32.32,75.09,648.43,0.69265,0,Normal
22.754,2.677,60.92,33.95,62.94,837.25,1.01534,0,Normal
19.362,1.056,20.437,37.25,36.46,344.32,0.34062,0,Normal
20.877,1.243,25.953,31.86,20.0,541.61,0.43256,0,Normal
24.0,2.275,54.592,19.37,51.42,844.75,0.90987,0,Normal
24.0,2.453,58.865,25.68,56.71,887.75,0.98108,0,Normal
20.919,1.377,28.814,48.0,42.09,567.69,0.48023,0,Normal
21.127,1.672,35.325,34.07,60.58,629.95,0.58874,0,Normal
9.476,0.364,3.454,45.59,67.11,225.0,0.05757,1,Low Voltage
21.127,1.509,31.887,38.77,70.07,550.03,0.53145,0,Normal
22.383,2.539,56.837,30.69,20.0,899.31,0.94729,0,Normal
22.77,2.069,47.12,31.11,34.34,811.06,0.78533,0,Normal
23.573,2.549,60.096,28.74,52.52,790.19,1.0016,0,Normal
20.928,1.893,39.622,16.84,68.3,663.94,0.66036,0,Normal
22.387,1.667,37.325,53.9,66.81,651.98,0.62208,1,Over Temperature
21.441,0.985,21.111,37.47,66.49,465.11,0.35186,0,Normal
22.687,2.379,53.98,24.8,51.1,845.67,0.89966,0,Normal
23.621,2.081,49.154,31.88,52.1,767.87,0.81924,0,Normal
21.994,2.314,50.889,34.96,44.89,787.77,0.84815,0,Normal
21.384,1.387,29.655,22.63,71.83,502.71,0.49425,0,Normal
18.047,0.05,0.902,25.84,41.43,47.06,0.01504,0,Normal
23.606,2.993,70.665,54.74,73.3,957.2,1.17775,1,Over Temperature
20.707,1.527,31.616,23.24,61.74,515.93,0.52693,0,Normal
21.065,1.106,23.307,19.99,57.19,408.42,0.38845,0,Normal
23.717,2.401,56.956,22.7,46.18,844.17,0.94926,0,Normal
20.848,1.566,32.656,38.94,33.6,540.24,0.54426,0,Normal
22.789,2.403,54.77,22.59,46.34,946.78,0.91284,0,Normal
23.097,4.211,97.262,29.89,52.06,19.37,1.62103,1,Sensor Anomaly
23.332,2.273,53.038,25.48,20.0,841.4,0.88396,0,Normal
19.147,0.827,15.828,37.25,54.45,267.53,0.2638,0,Normal
24.0,2.582,61.972,38.18,74.64,989.34,1.03287,0,Normal
20.993,1.885,39.581,35.05,68.21,723.15,0.65969,0,Normal
19.574,1.816,35.54,31.14,49.07,546.6,0.59234,0,Normal
21.57,2.147,46.312,27.38,58.84,690.15,0.77186,0,Normal
19.522,0.05,0.976,20.66,47.99,152.65,0.01627,0,Normal
21.407,2.292,49.067,42.6,60.68,764.42,0.81779,0,Normal
19.517,1.002,19.55,23.68,85.72,361.78,0.32584,0,Normal
20.077,0.622,12.492,33.65,75.43,271.25,0.20819,0,Normal
19.381,0.434,8.42,36.42,67.37,223.74,0.14033,0,Normal
24.0,2.521,60.505,25.11,49.13,961.55,1.00842,0,Normal
21.108,1.182,24.947,36.27,71.5,473.81,0.41578,0,Normal
23.945,2.777,66.5,34.35,27.64,1079.44,1.10834,0,Normal
20.332,1.122,22.819,41.1,53.46,499.98,0.38031,0,Normal
19.581,0.294,5.75,25.71,68.51,171.94,0.09583,0,Normal
19.208,1.01,19.399,20.0,71.33,337.37,0.32331,0,Normal
22.465,2.796,62.81,25.46,70.06,996.03,1.04684,0,Normal
21.198,1.784,37.816,30.46,63.31,606.35,0.63027,0,Normal
21.52,1.369,29.461,29.41,54.48,496.48,0.49102,0,Normal
22.317,1.707,38.086,26.25,67.68,694.81,0.63476,0,Normal
23.577,2.333,55.017,15.64,40.85,790.5,0.91695,0,Normal
22.183,2.486,55.142,32.29,42.8,962.87,0.91903,0,Normal
24.0,2.993,71.834,42.81,59.11,1055.58,1.19723,0,Normal
21.572,1.311,28.289,32.25,61.12,549.26,0.47148,0,Normal
18.52,0.647,11.982,33.26,25.14,278.71,0.1997,0,Normal
21.609,1.413,30.529,33.01,66.19,534.23,0.50882,0,Normal
22.09,2.125,46.938,31.78,71.91,722.88,0.7823,0,Normal
22.168,1.079,23.926,35.52,56.61,380.15,0.39876,0,Normal
12.851,1.062,13.652,31.77,95.0,382.0,0.22754,1,Low Voltage
14.495,2.423,35.126,26.81,45.71,746.26,0.58543,1,Low Voltage
21.582,1.455,31.41,23.43,51.5,636.38,0.5235,0,Normal
20.767,1.653,34.318,27.26,50.89,659.18,0.57197,0,Normal
20.102,1.019,20.49,31.2,56.63,437.62,0.34151,0,Normal
21.662,1.316,28.513,26.79,52.08,585.49,0.47522,0,Normal
20.919,0.185,3.869,31.2,32.68,391.21,0.06448,1,Low Current
24.0,2.615,62.76,32.07,48.16,899.26,1.046,0,Normal
24.0,2.486,59.672,34.83,56.24,939.87,0.99453,0,Normal
17.798,0.305,5.435,37.98,80.11,133.07,0.09059,0,Normal
21.016,0.774,16.261,48.08,95.0,389.74,0.27102,1,Over Temperature
19.789,0.508,10.059,19.85,82.04,230.97,0.16766,0,Normal
20.31,1.224,24.863,26.58,44.04,467.99,0.41438,0,Normal
21.504,1.859,39.973,29.31,45.48,626.64,0.66621,0,Normal
19.189,0.391,7.504,16.15,55.13,244.1,0.12507,0,Normal
20.034,1.75,35.068,38.72,90.12,79.37,0.58447,1,Sensor Anomaly
19.578,1.221,23.9,30.0,55.02,368.89,0.39833,0,Normal
21.362,1.883,40.215,31.67,34.1,708.03,0.67025,0,Normal
22.013,1.455,32.039,38.56,48.98,669.42,0.53398,0,Normal
21.138,1.485,31.394,24.59,71.63,447.91,0.52323,0,Normal
21.865,2.067,45.203,33.02,70.42,699.51,0.75339,0,Normal
21.858,1.541,33.687,28.23,54.4,496.93,0.56145,0,Normal
21.194,1.287,27.268,27.71,70.3,573.94,0.45446,0,Normal
24.0,3.359,80.61,23.59,20.0,1100.0,1.34349,0,Normal
24.0,2.664,63.943,40.66,59.87,1025.33,1.06572,0,Normal
19.59,0.708,13.865,26.37,73.49,286.12,0.23109,0,Normal
23.131,2.311,53.457,33.9,43.01,882.33,0.89094,0,Normal
21.727,2.66,57.798,15.87,42.95,877.19,0.9633,0,Normal
19.676,0.87,17.128,37.26,24.4,328.49,0.28546,0,Normal
21.712,2.507,54.426,36.37,86.62,879.26,0.90709,0,Normal
23.512,3.018,70.963,29.68,45.04,1080.62,1.18271,0,Normal
19.019,0.919,17.487,27.41,62.34,335.69,0.29144,0,Normal
19.459,0.919,17.883,31.8,68.87,393.1,0.29805,0,Normal
22.725,2.865,65.116,45.02,85.22,934.95,1.08527,0,Normal
22.224,1.795,39.89,16.66,55.23,726.02,0.66483,0,Normal
23.055,2.295,52.9,34.47,48.29,804.41,0.88167,0,Normal
22.687,2.162,49.056,22.62,61.12,745.36,0.81761,0,Normal
21.129,2.322,49.057,28.86,81.11,759.39,0.81762,0,Normal
19.673,1.027,20.209,27.26,54.94,278.59,0.33682,0,Normal
23.857,2.612,62.325,26.0,40.81,943.25,1.03874,0,Normal
23.537,2.816,66.287,28.93,30.27,977.49,1.10478,0,Normal
21.57,1.968,42.44,21.06,36.02,585.77,0.70734,0,Normal
21.68,1.744,37.814,36.2,73.56,637.83,0.63023,0,Normal
20.077,0.436,8.746,16.44,52.23,221.29,0.14576,0,Normal
21.467,2.128,45.683,32.78,47.06,793.99,0.76138,0,Normal
22.647,2.028,45.924,26.71,45.11,810.18,0.76541,0,Normal
22.956,1.849,42.453,20.8,59.53,632.59,0.70756,0,Normal
24.0,2.871,68.907,30.42,53.69,964.82,1.14846,0,Normal
22.107,1.552,34.319,18.1,53.08,556.46,0.57199,0,Normal
23.117,1.956,45.226,29.28,82.29,808.09,0.75376,0,Normal
21.494,1.214,26.085,19.04,85.68,364.49,0.43476,0,Normal
23.022,1.462,33.665,32.23,29.02,643.41,0.56108,0,Normal
21.578,1.411,30.453,22.53,63.9,601.18,0.50755,0,Normal
21.579,1.962,42.338,25.84,44.02,713.09,0.70563,0,Normal
20.939,1.562,32.7,31.06,53.53,546.53,0.545,0,Normal
23.882,1.797,42.905,23.59,63.57,613.19,0.71509,0,Normal
22.099,2.442,53.976,28.59,54.17,881.29,0.8996,0,Normal
21.002,1.809,37.992,18.4,62.15,527.71,0.63321,0,Normal
18.002,0.565,10.173,33.42,70.11,200.16,0.16955,0,Normal
24.0,3.191,76.576,41.35,63.3,1100.0,1.27627,0,Normal
22.804,0.689,15.72,48.0,46.36,1036.81,0.262,1,Low Current
19.537,0.569,11.107,29.64,46.67,288.17,0.18512,0,Normal
21.456,2.296,49.273,34.52,32.09,843.12,0.82121,0,Normal
21.699,1.826,39.622,16.54,42.63,509.17,0.66036,0,Normal
22.835,1.892,43.197,39.52,93.32,723.78,0.71994,0,Normal
21.89,1.9,41.595,34.43,43.74,732.38,0.69325,0,Normal
21.396,1.665,35.634,25.61,36.52,584.37,0.5939,0,Normal
20.152,1.098,22.133,37.66,63.76,430.55,0.36889,0,Normal
20.811,1.131,23.548,27.22,56.01,456.65,0.39246,0,Normal
20.314,1.013,20.586,25.79,54.48,393.47,0.34311,0,Normal
20.857,1.413,29.466,45.02,83.36,417.09,0.49111,1,Over Temperature
22.736,1.752,39.831,21.56,67.88,631.19,0.66385,0,Normal
19.849,0.999,19.824,36.15,48.46,449.59,0.3304,0,Normal
22.914,2.095,47.996,21.61,50.36,840.97,0.79993,0,Normal
24.0,3.398,81.558,21.65,48.95,1066.43,1.35929,0,Normal
12.67,1.33,16.85,22.63,73.75,487.59,0.28084,1,Low Voltage
20.69,2.058,42.577,34.32,52.45,717.03,0.70961,0,Normal
22.906,2.074,47.506,24.68,25.72,789.91,0.79176,0,Normal
23.176,2.266,52.51,19.56,57.13,782.16,0.87517,0,Normal
21.528,2.143,46.132,24.76,30.33,671.27,0.76887,0,Normal
22.648,2.271,51.44,28.78,95.0,857.95,0.85733,0,Normal
22.285,2.295,51.137,20.73,40.62,785.03,0.85228,0,Normal
11.435,0.602,6.882,20.94,55.09,303.45,0.1147,1,Low Voltage
23.376,2.795,65.338,43.78,62.65,893.36,1.08897,0,Normal
22.615,2.572,58.157,22.98,52.8,898.44,0.96928,0,Normal
20.388,1.144,23.326,26.74,52.78,436.28,0.38877,0,Normal
21.294,1.792,38.163,26.43,65.59,660.62,0.63605,0,Normal
22.003,0.779,17.137,26.05,85.47,841.33,0.28562,1,Low Current
21.949,1.553,34.077,33.35,71.82,591.39,0.56794,0,Normal
23.073,3.271,75.464,35.64,84.61,39.81,1.25773,1,Sensor Anomaly
24.0,3.054,73.291,26.86,39.16,1100.0,1.22151,0,Normal
9.736,1.187,11.557,20.34,63.71,429.92,0.19262,1,Low Voltage
18.737,0.811,15.195,37.92,60.79,263.31,0.25325,0,Normal
22.856,1.954,44.655,28.33,64.32,735.07,0.74426,0,Normal
24.0,2.189,52.542,41.11,82.77,852.04,0.8757,0,Normal
20.379,1.662,33.873,15.0,54.03,585.36,0.56456,0,Normal
24.0,2.645,63.487,30.37,50.7,1056.91,1.05812,0,Normal
19.504,0.776,15.139,42.43,67.61,275.19,0.25232,0,Normal
22.595,2.023,45.702,26.53,25.99,844.02,0.76171,0,Normal
21.416,1.542,33.021,27.42,53.74,480.36,0.55035,0,Normal
23.842,3.175,75.7,31.07,55.58,1100.0,1.26167,0,Normal
24.0,2.913,69.909,25.09,41.43,1100.0,1.16515,0,Normal
20.201,1.335,26.961,26.82,77.03,435.34,0.44935,0,Normal
21.789,1.406,30.632,26.64,38.88,496.12,0.51053,0,Normal
22.88,2.314,52.94,24.61,55.55,890.68,0.88233,0,Normal
20.688,1.124,23.248,37.6,63.28,541.6,0.38746,0,Normal
22.305,1.822,40.64,32.23,82.36,637.28,0.67733,0,Normal
21.079,1.681,35.435,30.75,57.81,657.11,0.59059,0,Normal
18.482,0.508,9.38,34.66,74.85,112.49,0.15633,0,Normal
20.547,1.806,37.105,27.15,70.61,646.13,0.61842,0,Normal
20.015,1.156,23.139,23.58,60.22,456.88,0.38564,0,Normal
21.345,1.757,37.512,24.78,38.39,511.93,0.62521,0,Normal
23.532,3.038,71.484,29.01,32.18,1054.22,1.1914,0,Normal
19.493,0.181,3.533,21.59,59.92,298.18,0.05889,0,Normal
23.599,2.368,55.886,25.5,48.23,877.7,0.93143,0,Normal
21.016,0.246,5.162,25.39,74.55,571.89,0.08603,1,Low Current
21.534,1.411,30.393,43.87,71.43,571.67,0.50655,0,Normal
23.629,2.45,57.895,15.0,54.68,871.3,0.96492,0,Normal
22.708,2.142,48.634,27.74,37.16,745.21,0.81057,0,Normal
23.325,2.26,52.709,41.08,67.19,809.77,0.87848,0,Normal
23.629,2.754,65.082,29.85,39.68,921.09,1.08469,0,Normal
22.189,1.653,36.681,34.27,44.35,557.23,0.61135,0,Normal
21.392,1.434,30.676,29.7,40.37,478.57,0.51127,0,Normal
19.727,1.006,19.855,24.33,55.51,346.16,0.33092,0,Normal
21.669,1.422,30.815,15.0,79.06,418.89,0.51358,0,Normal
24.0,2.998,71.951,30.44,57.91,1100.0,1.19918,0,Normal
23.751,2.75,65.304,23.57,50.02,998.51,1.08839,0,Normal
19.865,0.42,8.335,23.4,30.54,271.7,0.13892,0,Normal
20.444,0.973,19.886,25.51,67.94,279.71,0.33144,0,Normal
22.623,2.13,48.197,41.21,43.95,784.92,0.80329,0,Normal
23.574,2.707,63.811,45.83,60.12,803.23,1.06352,0,Normal
11.241,2.159,24.266,30.52,51.62,803.69,0.40443,1,Low Voltage
21.819,1.634,35.658,25.75,73.09,578.61,0.5943,0,Normal
21.077,1.831,38.591,20.76,55.17,614.87,0.64319,0,Normal
22.143,1.856,41.098,32.28,56.94,741.81,0.68497,0,Normal
21.682,1.905,41.31,41.48,66.74,674.05,0.6885,0,Normal
18.603,0.086,1.6,27.27,95.0,28.6,0.02667,0,Normal
22.21,1.61,35.753,15.0,73.99,585.66,0.59589,0,Normal
12.821,1.349,17.29,33.69,56.41,411.61,0.28816,1,Low Voltage
22.006,1.763,38.79,54.45,58.06,699.06,0.6465,1,Over Temperature
14.632,3.162,46.27,17.9,48.55,1100.0,0.77116,1,Low Voltage
21.785,2.353,51.27,30.24,40.9,752.89,0.8545,0,Normal
22.381,1.43,32.007,32.16,48.05,562.21,0.53345,0,Normal
21.928,2.476,54.294,28.49,44.1,908.1,0.90489,0,Normal
23.768,2.626,62.407,23.46,69.76,785.15,1.04011,0,Normal
22.296,2.199,49.028,52.75,38.72,767.63,0.81713,1,Over Temperature
23.592,2.201,51.916,26.18,82.0,819.92,0.86527,0,Normal
24.0,3.254,78.097,18.6,71.54,1100.0,1.30161,0,Normal
20.492,0.845,17.319,15.0,58.37,333.35,0.28864,0,Normal
10.593,1.867,19.782,37.83,58.01,782.62,0.3297,1,Low Voltage
20.702,0.411,8.504,33.32,47.97,390.61,0.14173,1,Low Current
22.488,2.041,45.905,29.62,62.86,805.54,0.76509,0,Normal
21.058,1.54,32.42,25.92,77.59,392.77,0.54033,0,Normal
20.432,1.404,28.688,25.3,45.34,533.14,0.47813,0,Normal
21.489,1.981,42.57,21.47,30.4,567.37,0.70951,0,Normal
24.0,2.335,56.037,25.98,70.66,923.23,0.93395,0,Normal
24.0,2.763,66.306,15.0,63.84,907.17,1.1051,0,Normal
20.159,0.935,18.844,23.85,37.84,301.2,0.31406,0,Normal
21.671,2.009,43.533,26.82,44.8,665.38,0.72554,0,Normal
21.129,1.422,30.051,33.27,42.54,451.32,0.50085,0,Normal
19.224,0.739,14.208,28.72,44.96,297.62,0.23681,0,Normal
22.522,2.539,57.192,34.56,52.17,21.1,0.95319,1,Sensor Anomaly
20.986,1.537,32.259,38.44,53.2,563.62,0.53766,0,Normal
23.237,3.067,71.278,36.41,46.29,1100.0,1.18797,0,Normal
21.609,2.051,44.317,32.29,44.35,771.23,0.73862,0,Normal
19.514,0.785,15.326,29.08,53.88,264.27,0.25543,0,Normal
21.121,1.442,30.466,22.13,61.02,491.86,0.50777,0,Normal
24.0,2.421,58.101,34.18,52.31,935.99,0.96835,0,Normal
23.479,3.078,72.276,40.76,78.86,1100.0,1.20459,0,Normal
19.103,0.523,9.99,31.39,67.15,205.92,0.1665,0,Normal
17.565,0.211,3.708,42.42,29.36,123.62,0.0618,0,Normal
24.0,3.253,78.062,18.32,67.43,1100.0,1.30103,0,Normal
23.835,1.999,47.637,20.92,68.9,759.09,0.79396,0,Normal
19.396,1.04,20.172,34.99,50.17,406.88,0.3362,0,Normal
23.063,2.232,51.487,30.85,31.09,799.7,0.85812,0,Normal
18.065,0.302,5.461,38.2,58.15,20.0,0.09101,0,Normal
21.791,1.847,40.242,28.89,57.86,650.95,0.67071,0,Normal
22.866,2.179,49.816,22.92,37.81,741.79,0.83026,0,Normal
22.578,2.481,56.027,27.5,31.88,908.8,0.93379,0,Normal
21.524,1.021,21.983,18.27,56.42,366.11,0.36639,0,Normal
23.489,1.889,44.38,21.1,53.8,673.99,0.73967,0,Normal
20.108,1.13,22.712,35.81,50.49,390.88,0.37854,0,Normal
23.772,1.936,46.031,35.11,56.5,721.51,0.76718,0,Normal
19.953,1.348,26.902,31.54,38.15,399.3,0.44837,0,Normal
21.696,1.451,31.48,16.95,50.17,535.73,0.52467,0,Normal
21.192,0.73,15.463,26.49,67.6,371.17,0.25771,0,Normal
22.787,2.84,64.719,20.43,51.7,832.32,1.07865,0,Normal
22.069,2.388,52.709,37.24,27.9,890.37,0.87848,0,Normal
20.38,1.873,38.164,24.91,49.49,584.31,0.63607,0,Normal
23.497,2.113,49.645,21.4,38.74,660.71,0.82741,0,Normal
12.615,0.85,10.725,29.21,62.81,244.39,0.17874,1,Low Voltage
21.279,1.551,32.994,24.52,63.74,566.09,0.54989,0,Normal
20.677,1.794,37.091,39.39,28.14,635.94,0.61818,0,Normal
24.0,2.856,68.541,23.86,71.66,1100.0,1.14235,0,Normal
19.63,1.315,25.807,19.21,37.98,338.65,0.43011,0,Normal
24.0,2.859,68.619,15.0,86.07,1059.97,1.14364,0,Normal
23.69,2.541,60.197,28.78,57.12,929.12,1.00329,0,Normal
21.625,2.058,44.496,25.07,35.56,728.58,0.7416,0,Normal
24.0,5.43,130.316,19.0,37.44,51.59,2.17193,1,Sensor Anomaly
23.199,1.954,45.341,37.32,64.27,754.19,0.75568,0,Normal
22.637,2.348,53.161,33.67,50.96,758.96,0.88602,0,Normal
21.807,1.939,42.29,28.8,56.26,635.13,0.70483,0,Normal
23.767,5.63,133.808,38.55,87.03,48.79,2.23014,1,Sensor Anomaly
23.254,2.573,59.832,33.64,45.41,957.01,0.99719,0,Normal
22.29,1.525,33.982,23.24,59.08,474.81,0.56637,0,Normal
19.197,0.706,13.552,21.73,83.56,280.61,0.22587,0,Normal
21.463,1.919,41.195,34.73,62.87,593.17,0.68658,0,Normal
20.467,1.201,24.574,31.77,29.08,425.99,0.40957,0,Normal
22.37,1.978,44.242,30.19,67.1,632.21,0.73737,0,Normal
24.0,2.778,66.665,45.71,37.07,996.48,1.11109,1,Over Temperature
20.903,1.456,30.44,33.26,83.32,521.96,0.50733,0,Normal
22.064,2.01,44.358,23.71,43.19,638.01,0.7393,0,Normal
22.145,4.374,96.867,28.29,95.0,71.17,1.61445,1,Sensor Anomaly
12.618,2.713,34.236,39.13,84.41,887.56,0.5706,1,Low Voltage
17.029,0.216,3.685,24.37,43.66,20.87,0.06141,0,Normal
20.632,1.465,30.217,17.99,58.36,480.12,0.50362,0,Normal
21.946,1.904,41.795,21.63,71.57,709.16,0.69658,0,Normal
22.803,2.769,63.132,35.96,72.11,986.02,1.05219,0,Normal
21.454,1.258,26.979,30.78,65.96,512.27,0.44965,0,Normal
18.671,0.415,7.745,28.1,80.54,124.57,0.12908,0,Normal
22.78,2.384,54.297,25.44,55.79,823.52,0.90495,0,Normal
19.768,0.954,18.864,32.4,51.4,472.1,0.3144,0,Normal
19.919,0.897,17.864,23.06,51.76,316.89,0.29774,0,Normal
18.859,1.393,26.269,31.14,73.45,475.18,0.43782,0,Normal
21.504,1.663,35.763,23.88,64.57,598.33,0.59604,0,Normal
20.985,1.415,29.693,22.72,63.24,480.67,0.49488,0,Normal
18.376,0.05,0.919,24.54,72.31,32.44,0.01531,0,Normal
22.278,2.378,52.987,26.37,21.08,901.18,0.88311,0,Normal
24.0,2.99,71.768,28.66,63.58,1006.97,1.19613,0,Normal
22.124,2.311,51.133,30.65,61.93,832.43,0.85221,0,Normal
19.67,1.003,19.732,15.0,88.04,331.45,0.32887,0,Normal
22.105,1.568,34.656,23.35,30.49,593.58,0.57761,0,Normal
23.267,1.815,42.23,26.26,86.03,648.17,0.70383,0,Normal
22.579,1.825,41.21,39.54,59.36,817.66,0.68683,0,Normal
22.54,2.509,56.547,21.44,66.8,837.14,0.94246,0,Normal
20.67,1.56,32.25,30.14,88.17,444.43,0.53751,0,Normal
22.333,1.652,36.888,39.47,68.09,672.96,0.6148,0,Normal
23.233,2.026,47.074,50.19,65.21,778.04,0.78457,1,Over Temperature
24.0,3.011,72.257,31.76,62.36,1057.63,1.20428,0,Normal
22.623,2.643,59.802,23.38,49.3,847.26,0.9967,0,Normal
23.39,2.437,56.992,25.47,57.49,870.94,0.94986,0,Normal
23.166,1.669,38.664,23.38,45.12,673.47,0.6444,0,Normal
24.0,2.893,69.436,23.88,57.2,1044.93,1.15727,0,Normal
20.648,1.882,38.86,48.0,20.0,764.73,0.64767,0,Normal
20.203,1.007,20.355,34.91,65.72,408.9,0.33924,0,Normal
24.0,2.814,67.541,36.71,55.81,1042.94,1.12568,0,Normal
24.0,2.173,52.163,32.44,51.95,845.41,0.86938,0,Normal
21.829,1.349,29.44,17.76,61.96,525.95,0.49066,0,Normal
20.668,1.443,29.82,31.76,32.2,515.74,0.49701,0,Normal
21.404,2.056,44.002,36.51,92.73,733.04,0.73337,0,Normal
24.0,1.933,46.399,23.03,56.15,779.69,0.77331,0,Normal
22.473,2.014,45.264,35.76,55.37,705.24,0.75439,0,Normal
21.606,1.968,42.514,33.93,40.62,737.17,0.70856,0,Normal
24.0,3.131,75.151,41.96,58.43,1100.0,1.25251,0,Normal
23.89,2.796,66.805,26.08,82.97,950.03,1.11341,0,Normal
22.693,1.882,42.716,21.32,76.65,703.38,0.71193,0,Normal
22.815,2.663,60.754,26.47,73.38,913.57,1.01257,0,Normal
19.384,0.839,16.255,39.05,67.84,360.89,0.27091,0,Normal
11.848,2.398,28.416,16.2,51.55,761.42,0.47359,1,Low Voltage
24.0,2.982,71.577,15.0,31.9,1100.0,1.19294,0,Normal
21.179,1.701,36.028,29.63,54.38,588.95,0.60046,0,Normal
20.78,1.12,23.276,25.9,53.75,412.66,0.38793,0,Normal
21.699,2.072,44.957,29.05,76.88,23.64,0.74928,1,Sensor Anomaly
19.958,1.113,22.203,35.62,63.57,344.9,0.37006,0,Normal
20.499,1.094,22.425,25.13,87.02,430.27,0.37376,0,Normal
21.641,1.244,26.93,15.89,79.55,546.26,0.44884,0,Normal
19.125,0.18,3.434,43.31,49.78,256.44,0.05723,0,Normal
22.873,1.683,38.494,22.02,25.69,654.37,0.64156,0,Normal
23.719,0.519,12.31,21.59,82.94,902.64,0.20516,1,Low Current
19.701,1.315,25.911,36.73,82.47,395.83,0.43185,0,Normal
12.27,2.876,35.288,26.31,33.41,1075.4,0.58814,1,Low Voltage
23.531,2.141,50.384,28.56,85.17,793.02,0.83973,0,Normal
22.51,2.515,56.617,32.38,64.88,938.56,0.94362,0,Normal
21.578,1.042,22.475,36.59,60.89,465.81,0.37459,0,Normal
23.549,2.313,54.468,26.67,87.07,889.27,0.9078,0,Normal
19.898,1.119,22.273,39.64,82.2,344.26,0.37122,0,Normal
24.0,2.646,63.514,15.0,69.72,899.27,1.05857,0,Normal
21.559,1.977,42.612,34.32,66.52,698.12,0.7102,0,Normal
23.544,2.02,47.554,23.12,69.1,804.91,0.79257,0,Normal
19.321,0.898,17.353,38.61,50.8,320.83,0.28921,0,Normal
19.239,0.695,13.375,29.99,57.01,399.38,0.22291,0,Normal
22.223,2.442,54.276,24.29,41.76,817.22,0.9046,0,Normal
20.488,1.109,22.723,33.64,52.01,384.46,0.37871,0,Normal
21.76,1.907,41.506,35.25,51.4,779.7,0.69177,0,Normal
20.518,1.03,21.125,33.49,46.56,267.2,0.35208,0,Normal
24.0,2.174,52.167,21.79,60.46,887.49,0.86945,0,Normal
20.747,0.948,19.676,25.61,52.17,304.89,0.32794,0,Normal
10.37,2.34,24.26,28.97,67.04,804.64,0.40434,1,Low Voltage
23.039,2.074,47.794,28.71,28.8,825.18,0.79656,0,Normal
19.663,1.249,24.563,34.25,55.96,454.9,0.40939,0,Normal
23.825,2.016,48.027,49.19,60.37,812.97,0.80045,1,Over Temperature
22.445,1.493,33.501,31.34,52.41,722.92,0.55835,0,Normal
21.343,1.201,25.637,26.97,54.9,499.12,0.42728,0,Normal
21.434,0.921,19.745,23.13,29.47,367.6,0.32908,0,Normal
18.209,0.398,7.243,23.8,64.42,100.46,0.12071,0,Normal
22.337,2.098,46.872,27.5,69.66,747.9,0.78119,0,Normal
19.75,1.358,26.827,15.0,66.88,73.18,0.44712,1,Sensor Anomaly
21.428,1.715,36.744,24.09,76.7,676.7,0.61239,0,Normal
21.379,1.523,32.565,22.87,61.63,576.23,0.54275,0,Normal
23.193,0.554,12.843,32.73,66.62,840.16,0.21405,1,Low Current
21.206,1.367,28.98,23.36,60.81,565.43,0.48299,0,Normal
22.2,1.449,32.169,27.49,70.38,557.75,0.53614,0,Normal
21.702,2.354,51.088,39.8,29.61,854.92,0.85147,0,Normal
22.975,1.945,44.695,35.96,41.92,743.82,0.74491,0,Normal
22.636,1.978,44.766,35.32,86.56,738.52,0.7461,0,Normal
22.278,2.311,51.491,25.5,20.0,781.39,0.85819,0,Normal
18.478,0.519,9.586,32.8,55.48,220.04,0.15976,0,Normal
21.656,2.165,46.878,27.36,79.1,861.9,0.7813,0,Normal
22.307,2.393,53.369,27.63,56.32,821.49,0.88949,0,Normal
20.753,1.06,22.003,31.87,50.71,365.33,0.36672,0,Normal
21.455,1.688,36.221,24.82,60.33,581.66,0.60369,0,Normal
22.287,1.863,41.521,39.45,51.64,638.99,0.69202,0,Normal
21.168,1.789,37.877,27.88,58.56,612.34,0.63129,0,Normal
22.748,2.061,46.881,33.33,45.7,743.48,0.78135,0,Normal
23.448,5.23,122.629,39.19,77.96,56.03,2.04382,1,Sensor Anomaly
22.761,2.392,54.442,36.22,83.62,952.89,0.90736,0,Normal
19.767,0.693,13.691,19.14,55.6,282.58,0.22819,0,Normal
22.302,2.457,54.8,32.11,33.04,824.18,0.91333,0,Normal
22.804,2.845,64.872,34.96,48.57,1022.1,1.08121,0,Normal
22.166,2.227,49.365,35.24,54.69,758.31,0.82276,0,Normal
23.902,2.721,65.04,21.21,67.1,955.47,1.08401,0,Normal
24.0,3.33,79.922,24.4,39.86,1100.0,1.33204,0,Normal
24.0,2.398,57.555,35.96,44.16,936.64,0.95925,0,Normal
23.206,2.261,52.472,23.67,67.19,719.81,0.87453,0,Normal
24.0,4.646,111.51,26.9,74.9,66.93,1.85851,1,Sensor Anomaly
22.0,1.672,36.788,40.03,46.81,690.57,0.61313,0,Normal
20.988,1.942,40.762,28.67,34.0,656.69,0.67937,0,Normal
21.442,1.539,33.004,23.91,95.0,551.6,0.55007,0,Normal
